Prospect ID,Lead Number,Lead Origin,Lead Source,Do Not Email,Do Not Call,Converted,TotalVisits,Total Time Spent on Website,Page Views Per Visit,Last Activity,Country,Specialization,How did you hear about X Education,What is your current occupation,What matters most to you in choosing a course,Search,Magazine,Newspaper Article,X Education Forums,Newspaper,Digital Advertisement,Through Recommendations,Receive More Updates About Our Courses,Tags,Lead Quality,Update me on Supply Chain Content,Get updates on DM Content,Lead Profile,City,Asymmetrique Activity Index,Asymmetrique Profile Index,Asymmetrique Activity Score,Asymmetrique Profile Score,I agree to pay the amount through cheque,A free copy of Mastering The Interview,Last Notable Activity,Score
0287aa77-3154-4565-9970-9e4fa7fc63ba,625866,Landing Page Submission,Google,No,No,1,6.0,288,3.0,SMS Sent,India,IT Projects Management,Multiple Sources,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Not Sure,No,No,Select,Thane & Outskirts,,,,,No,Yes,SMS Sent,53.0
c855c471-0572-4f86-a450-eb78a55f2f1d,628347,Landing Page Submission,Direct Traffic,No,No,1,24.0,1500,2.0,Page Visited on Website,India,Finance Management,Online Search,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Select,Mumbai,01.High,01.High,16.0,18.0,No,No,Page Visited on Website,53.0
85347e60-fb6b-4f2f-87e1-0b5be1c33a59,653523,Landing Page Submission,Referral Sites,No,No,1,6.0,1505,6.0,Page Visited on Website,India,Human Resource Management,,,,No,No,No,No,No,No,No,No,,,No,No,,Other Cities,01.High,02.Medium,16.0,15.0,No,Yes,Page Visited on Website,53.0
6d842217-fb88-4bb0-8791-adfee621a1b9,600441,Landing Page Submission,Direct Traffic,No,No,1,12.0,414,6.0,SMS Sent,India,Supply Chain Management,Word Of Mouth,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Busy,Not Sure,No,No,Select,Mumbai,,,,,No,Yes,SMS Sent,53.0
ba6b7f4f-db8f-4a0c-82a1-83f8ff8037b4,603390,Landing Page Submission,Organic Search,No,No,1,14.0,1627,14.0,Email Opened,India,Retail Management,,,,No,No,No,No,No,No,No,No,,,No,No,,Other Cities of Maharashtra,,,,,No,Yes,Email Opened,53.0
3f39d271-b9e8-4de4-8b0a-9dc1ca31bb53,652058,Landing Page Submission,Google,No,No,0,2.0,426,2.0,SMS Sent,India,Marketing Management,Online Search,,,No,No,No,No,No,No,No,No,,,No,No,,Thane & Outskirts,02.Medium,01.High,13.0,17.0,No,No,SMS Sent,53.0
476e7757-363c-40c3-bcbc-293b47f5ba26,630552,API,Olark Chat,No,No,1,0.0,0,0.0,Resubscribed to emails,,,,,,No,No,No,No,No,No,No,No,Lost to EINS,,No,No,,,,,,,No,No,Resubscribed to emails,53.0
c97187ac-4fc7-48a4-ad99-c45475ab17eb,641366,Landing Page Submission,Google,No,No,1,11.0,1039,5.5,Email Opened,India,"Banking, Investment And Insurance",Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Busy,Not Sure,No,No,Select,Tier II Cities,01.High,01.High,16.0,17.0,No,Yes,Email Opened,53.0
5c26d1fd-a61a-4194-88ce-42eab43cc9e1,582361,Landing Page Submission,Direct Traffic,No,No,0,4.0,373,4.0,Had a Phone Conversation,India,Human Resource Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Potential Lead,Mumbai,02.Medium,01.High,13.0,20.0,No,Yes,Modified,52.0
5346a343-7f6b-4fb3-90ac-11a3c5d20eb0,602848,Landing Page Submission,Google,No,No,1,5.0,1234,2.5,Email Opened,India,Finance Management,Word Of Mouth,,,No,No,No,No,No,No,No,No,,,No,No,,Mumbai,,,,,No,No,Email Opened,52.0
ebcd2b98-d164-43af-8961-fe9a82a75138,639312,Landing Page Submission,Organic Search,No,No,1,16.0,1804,2.67,Email Opened,,Marketing Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,,,No,No,Select,Mumbai,01.High,01.High,16.0,18.0,No,Yes,Email Opened,52.0
631f0564-9ca8-48a1-8280-250c4a189b9e,630597,Lead Add Form,Reference,No,No,0,,278,,,,Human Resource Management,Select,Working Professional,Flexibility & Convenience,No,No,No,No,No,No,No,No,Interested in other courses,Low in Relevance,No,No,Potential Lead,Thane & Outskirts,02.Medium,01.High,13.0,19.0,No,No,Modified,51.0
12229772-a904-4f5a-93ee-3cbdd41b8e33,639204,API,Google,No,No,0,2.0,910,1.0,Olark Chat Conversation,India,Marketing Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Interested in other courses,High in Relevance,No,No,Potential Lead,Thane & Outskirts,02.Medium,01.High,15.0,17.0,No,No,Modified,51.0
0f89008a-3261-4549-80ee-f61502b52a5d,645265,Landing Page Submission,Google,No,No,0,4.0,110,2.0,SMS Sent,India,Business Administration,Online Search,,,No,No,No,No,No,No,No,No,,,No,No,,Mumbai,02.Medium,01.High,13.0,18.0,No,No,SMS Sent,51.0
360558c9-5f2d-4244-8984-a4b5c34bfcf9,656859,Landing Page Submission,Google,No,No,0,7.0,1939,2.33,Email Opened,India,Media and Advertising,Online Search,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Busy,Not Sure,No,No,Select,Mumbai,02.Medium,01.High,13.0,17.0,No,No,Email Opened,51.0
e4c7bb51-b93d-46d3-8eec-d2c4fa954a5c,580262,Landing Page Submission,Google,No,No,1,4.0,1234,1.33,Email Opened,India,Human Resource Management,Online Search,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Not Sure,No,No,Potential Lead,Mumbai,02.Medium,01.High,13.0,20.0,No,No,Email Opened,51.0
3d70f14c-2106-46af-a2f7-c300ebe20ae6,626291,Landing Page Submission,Direct Traffic,No,No,0,8.0,61,8.0,Page Visited on Website,India,Human Resource Management,Select,Student,Better Career Prospects,No,No,No,No,No,No,No,No,Interested in other courses,Low in Relevance,No,No,Potential Lead,Mumbai,02.Medium,01.High,15.0,20.0,No,Yes,Modified,51.0
288c7a59-3294-4e8f-89ec-c25620abfe24,615283,Landing Page Submission,Direct Traffic,No,No,1,3.0,558,3.0,Page Visited on Website,India,Supply Chain Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Low in Relevance,No,No,Student of SomeSchool,Mumbai,,,,,No,Yes,Modified,51.0
02fd70ad-acc2-4ae0-a6dc-856804c3da05,630079,Landing Page Submission,Organic Search,Yes,No,0,5.0,71,5.0,SMS Sent,India,Supply Chain Management,,,,No,No,No,No,No,No,No,No,,,No,No,,Other Metro Cities,,,,,No,Yes,SMS Sent,51.0
d6a3cb74-6302-4fb5-856b-76717e820eef,608727,API,Olark Chat,No,No,1,0.0,0,0.0,SMS Sent,,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Interested in other courses,Might be,No,No,Select,Select,,,,,No,No,SMS Sent,51.0
292d7f9b-0c3c-4719-b5ed-c82df2b874b8,608897,Landing Page Submission,Direct Traffic,No,No,0,4.0,1768,4.0,SMS Sent,United Arab Emirates,Retail Management,Select,Working Professional,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,Might be,No,No,Select,Mumbai,,,,,No,Yes,SMS Sent,51.0
efdbfc9d-2580-4313-9a4b-6791e20d8c50,599196,API,Direct Traffic,No,No,1,2.0,1138,2.0,Email Opened,India,Marketing Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,,No,No,Select,Select,,,,,No,No,Email Opened,50.0
ff657a53-e718-4ca9-8305-243c5bf2a349,637188,Landing Page Submission,Google,No,No,1,2.0,1139,2.0,Email Opened,India,"Banking, Investment And Insurance",Other,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,,,No,No,Select,Thane & Outskirts,02.Medium,01.High,15.0,17.0,No,No,Email Opened,50.0
d12f7c8e-53f2-48ac-b9e4-e3b734efe393,624273,Landing Page Submission,Direct Traffic,No,No,0,5.0,290,1.67,Email Link Clicked,India,Marketing Management,,,,No,No,No,No,No,No,No,No,,,No,No,,Other Cities,,,,,No,Yes,Email Link Clicked,50.0
a9766b84-fd2e-4ea8-a083-32fef4de91d2,621318,Landing Page Submission,Direct Traffic,No,No,1,6.0,1218,3.0,Email Opened,India,Marketing Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,,,No,No,Select,Other Cities,,,,,No,Yes,Email Opened,50.0
0125471e-6bd4-4952-8063-f01fd1c9ca7c,588212,Landing Page Submission,Direct Traffic,No,No,0,2.0,404,2.0,SMS Sent,India,Finance Management,,,,No,No,No,No,No,No,No,No,,,No,No,,Other Metro Cities,02.Medium,02.Medium,14.0,16.0,No,Yes,SMS Sent,50.0
18bd40b0-c674-4495-84b9-5652abbfcbeb,631255,Landing Page Submission,Google,No,No,1,3.0,1286,3.0,SMS Sent,India,Finance Management,Online Search,,,No,No,No,No,No,No,No,No,Lost to EINS,,No,No,,Thane & Outskirts,,,,,No,No,Modified,50.0
f73c606a-63fb-421f-a45e-a285455cf9f8,616706,Landing Page Submission,Direct Traffic,No,No,1,5.0,36,5.0,SMS Sent,India,Finance Management,Online Search,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Select,Mumbai,,,,,No,Yes,SMS Sent,50.0
b64dc61f-cc51-4a7e-b2d7-60477867b880,607984,Landing Page Submission,Direct Traffic,No,No,0,2.0,1417,2.0,SMS Sent,India,Media and Advertising,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Busy,Might be,No,No,Select,Mumbai,,,,,No,Yes,SMS Sent,50.0
b8235c8b-f037-44b9-a52d-86dbf9cc05cb,624488,Landing Page Submission,Organic Search,No,No,0,5.0,1410,5.0,Unreachable,India,Operations Management,,,,No,No,No,No,No,No,No,No,,,No,No,,Other Cities of Maharashtra,,,,,No,Yes,Unreachable,50.0
6bf0c00b-cf71-4008-a8bc-627a266a1e7a,627900,Landing Page Submission,Direct Traffic,No,No,1,10.0,130,5.0,SMS Sent,India,Operations Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Busy,Not Sure,No,No,Select,Other Cities of Maharashtra,,,,,No,No,SMS Sent,49.0
1b83f36c-540c-4ae6-9aa2-8a5830a1794f,641459,Landing Page Submission,Google,No,No,0,6.0,212,6.0,Email Opened,India,Retail Management,Online Search,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Interested in other courses,High in Relevance,No,No,Potential Lead,Mumbai,02.Medium,01.High,14.0,20.0,No,No,Email Opened,49.0
4a64c26a-3b46-4486-b9f2-76818e61287a,609068,Landing Page Submission,Organic Search,No,No,1,9.0,1562,3.0,Olark Chat Conversation,India,Marketing Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Lost to EINS,Not Sure,No,No,Select,Mumbai,,,,,No,Yes,Modified,49.0
795e4769-45bd-49a0-a13e-f32c972b45da,580158,Landing Page Submission,Organic Search,No,No,0,3.0,1246,3.0,Converted to Lead,India,Finance Management,Select,Student,Better Career Prospects,No,No,No,No,No,No,No,No,Interested  in full time MBA,Might be,No,No,Potential Lead,Mumbai,02.Medium,01.High,13.0,20.0,No,No,Modified,49.0
1f84e6ea-71c2-4fba-b544-2c6f7f835b21,588188,Landing Page Submission,Organic Search,No,No,1,13.0,954,4.33,Olark Chat Conversation,India,Media and Advertising,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Busy,Not Sure,No,No,Select,Mumbai,01.High,01.High,16.0,17.0,No,Yes,Modified,49.0
1802e701-ab49-448f-88a3-46db31b42e71,651702,API,Olark Chat,No,No,1,5.0,968,1.25,Email Opened,India,Operations Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,,,No,No,Select,Other Cities,02.Medium,02.Medium,13.0,14.0,No,Yes,Email Opened,49.0
1ce1fa98-15da-4109-bd07-55dc86b2d7ae,591937,Landing Page Submission,Organic Search,No,No,1,7.0,1585,1.4,Email Link Clicked,India,Healthcare Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Lost to EINS,Not Sure,No,No,Other Leads,Other Cities of Maharashtra,02.Medium,02.Medium,13.0,14.0,No,Yes,Email Link Clicked,49.0
873ffb8c-eae2-4f41-a075-cf649ed7f27c,600597,API,Google,No,No,1,5.0,1143,1.25,Page Visited on Website,India,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Select,Select,,,,,No,No,Page Visited on Website,49.0
774546d3-bfb2-483d-92aa-22c8f702d023,647971,Landing Page Submission,Direct Traffic,No,No,1,3.0,1118,3.0,Email Opened,India,Travel and Tourism,,,,No,No,No,No,No,No,No,No,Lost to EINS,,No,No,,Mumbai,02.Medium,02.Medium,13.0,16.0,No,Yes,Email Opened,48.0
6e6db99d-9704-4550-8105-f7b1395734b5,618571,API,Olark Chat,Yes,No,0,1.0,328,1.0,Unsubscribed,India,Healthcare Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Recognition issue (DEC approval),Low in Relevance,No,No,Potential Lead,Other Cities,,,,,No,Yes,Unsubscribed,48.0
75a6c2f7-9a3b-4acd-90db-7e396a257733,645512,API,Google,No,No,1,6.0,1552,1.5,Email Opened,India,Business Administration,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,,,No,No,Select,Mumbai,02.Medium,02.Medium,13.0,16.0,No,Yes,Email Opened,48.0
0ed96da5-d5a4-4394-bb9c-4868863546f4,598116,Landing Page Submission,Direct Traffic,No,No,1,4.0,72,4.0,Email Opened,India,Human Resource Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Closed by Horizzon,,No,No,Select,Mumbai,,,,,No,Yes,Modified,48.0
07b33b59-5255-41d1-a9a8-2de1627f9574,653151,API,Google,No,No,0,3.0,213,1.5,Email Link Clicked,India,Finance Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Low in Relevance,No,No,Select,Select,02.Medium,02.Medium,13.0,15.0,No,No,Modified,48.0
dca2d16f-f678-4f62-b2af-f7bbdb64fad6,649332,Landing Page Submission,Google,No,No,0,7.0,1172,3.5,SMS Sent,India,Marketing Management,,,,No,No,No,No,No,No,No,No,,,No,No,,Mumbai,02.Medium,01.High,14.0,18.0,No,Yes,Modified,48.0
d0a33d46-98c5-4629-a512-5b2d1a3469a9,627065,API,Olark Chat,No,No,1,3.0,1317,1.0,Email Opened,India,Marketing Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,,,No,No,Select,Other Cities of Maharashtra,,,,,No,Yes,Email Opened,48.0
85e317a5-603e-4a16-813f-e1e597f2f656,628034,Landing Page Submission,Direct Traffic,No,No,0,4.0,22,4.0,SMS Sent,India,Hospitality Management,,,,No,No,No,No,No,No,No,No,,,No,No,,Mumbai,,,,,No,Yes,SMS Sent,48.0
8486e687-05fd-4ed4-9d39-6523f1595975,608699,Landing Page Submission,Direct Traffic,No,No,0,4.0,1678,2.0,SMS Sent,India,"Banking, Investment And Insurance",,,,No,No,No,No,No,No,No,No,,,No,No,,Other Cities of Maharashtra,,,,,No,Yes,Modified,48.0
4bae149e-3b30-4262-8f78-50685d52125b,650484,API,Google,No,No,0,3.0,388,1.5,Olark Chat Conversation,India,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,,,No,No,Select,Select,01.High,02.Medium,17.0,15.0,No,No,Olark Chat Conversation,48.0
e126d601-facc-4e75-b0fa-eea89ecfdea9,659607,API,Olark Chat,No,No,1,6.0,1158,1.5,Email Opened,India,Business Administration,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,,,No,No,Select,Other Cities,02.Medium,02.Medium,15.0,14.0,No,Yes,Email Opened,47.0
bd54406e-04fb-4109-99ba-b7eeb4897c1a,628379,Lead Add Form,Reference,No,No,0,,1057,,,,Finance Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,,No,No,Select,Select,,,,,No,No,Modified,47.0
5fe7762b-2963-4d1c-844d-eb2d04de4913,638374,Landing Page Submission,Organic Search,No,No,1,3.0,209,3.0,Unsubscribed,India,Human Resource Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Low in Relevance,No,No,Potential Lead,Mumbai,03.Low,01.High,12.0,20.0,No,Yes,Modified,47.0
4448bb30-cc2c-42ea-893b-ac6e806fcacc,585174,Landing Page Submission,Organic Search,No,No,1,9.0,1005,9.0,Email Opened,India,Select,Select,Unemployed,Better Career Prospects,No,No,Yes,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Select,Select,02.Medium,01.High,15.0,17.0,No,No,Modified,47.0
b229fdc2-6869-4fc0-b5aa-5944455d64b9,654869,Landing Page Submission,Google,No,No,1,3.0,1208,3.0,Olark Chat Conversation,India,Select,Online Search,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Select,Mumbai,02.Medium,01.High,15.0,18.0,No,No,Modified,47.0
628e9830-4ec8-43c3-a7c6-747de071801d,640869,API,Google,No,No,0,3.0,382,1.5,Email Opened,India,Human Resource Management,Online Search,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Interested in other courses,Low in Relevance,No,No,Potential Lead,Mumbai,02.Medium,01.High,13.0,18.0,No,No,Email Opened,47.0
f2fa959e-c483-4465-b29d-cdeada18dbea,630385,API,Olark Chat,No,No,1,3.0,1580,1.0,Page Visited on Website,India,Finance Management,Student of SomeSchool,,,No,No,No,No,No,No,No,No,Lost to EINS,,No,No,,Mumbai,,,,,No,No,Modified,47.0
ba13e654-406e-4d3f-9fc1-0803087a41eb,658756,Landing Page Submission,Referral Sites,No,No,0,12.0,493,12.0,Email Link Clicked,India,Marketing Management,,,,No,No,No,No,No,No,No,No,,,No,No,,Thane & Outskirts,01.High,02.Medium,16.0,16.0,No,Yes,Email Link Clicked,47.0
7e012223-a7a2-40a9-b8b7-33a68bc35d2f,598010,API,Olark Chat,No,No,1,10.0,1156,3.33,Email Opened,India,International Business,Student of SomeSchool,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,,,No,No,Select,Mumbai,,,,,No,No,Email Opened,47.0
cfd429d3-140a-4191-9b16-5443fb2765fd,612748,API,Google,Yes,No,1,3.0,1040,3.0,SMS Sent,India,,,,,No,No,No,No,No,No,No,No,,,No,No,,,,,,,No,No,SMS Sent,47.0
f3c3987b-99c1-4f01-aca2-20290be6c719,635825,Landing Page Submission,Google,No,No,1,5.0,1113,5.0,Email Opened,India,International Business,Other,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Closed by Horizzon,,No,No,Select,Other Cities of Maharashtra,02.Medium,01.High,14.0,17.0,No,No,Email Opened,47.0
dee6568d-c998-4fca-a79d-09fd7a29b799,649244,API,Referral Sites,No,No,1,4.0,947,2.0,Olark Chat Conversation,India,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,,,No,No,Select,Select,02.Medium,02.Medium,15.0,13.0,No,No,Olark Chat Conversation,46.0
ef25284e-812e-48c1-9c53-829ea05c3a90,647411,Landing Page Submission,Google,No,No,1,5.0,1492,5.0,Email Link Clicked,India,Business Administration,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Busy,Not Sure,No,No,Select,Select,02.Medium,01.High,14.0,17.0,No,No,Modified,46.0
f942f0fe-55e2-4e23-bae8-346c55278fb0,658264,Landing Page Submission,Direct Traffic,No,No,1,9.0,1953,1.8,Email Opened,India,Supply Chain Management,Online Search,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Select,Thane & Outskirts,02.Medium,01.High,15.0,17.0,No,No,Modified,46.0
1a04f5dc-2ba1-4c4e-aa89-c32429eaf2ca,614146,Landing Page Submission,Direct Traffic,No,No,1,4.0,1886,2.0,Email Opened,India,Operations Management,,,,No,No,No,No,No,No,No,No,,,No,No,,Thane & Outskirts,,,,,No,Yes,Email Opened,46.0
0e523bd0-267d-498e-878a-28dee8372942,587396,Landing Page Submission,Google,No,No,0,24.0,338,8.0,SMS Sent,India,Marketing Management,,,,No,No,No,No,No,No,No,No,,,No,No,,Mumbai,02.Medium,01.High,15.0,18.0,No,Yes,Modified,46.0
878f3081-a4fb-4672-9722-261a3c2b0c70,608212,API,Google,No,No,1,4.0,733,4.0,Olark Chat Conversation,India,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Lost to EINS,,No,No,Select,Select,,,,,No,No,Modified,46.0
2bfc1235-0c81-4bc1-a24f-f89a564ec834,631027,Landing Page Submission,Direct Traffic,Yes,No,1,2.0,1645,2.0,SMS Sent,India,Human Resource Management,Advertisements,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Busy,Not Sure,No,No,Select,Mumbai,,,,,No,No,SMS Sent,46.0
f76ad4f0-80f6-484b-ace8-3160efb340b1,609739,Landing Page Submission,Organic Search,No,No,1,10.0,2112,3.33,Email Opened,India,Human Resource Management,Word Of Mouth,,,No,No,No,No,No,No,No,No,,,No,No,,Mumbai,,,,,No,No,Email Opened,45.0
33c45a38-45d9-4838-8495-903093d397b2,639506,Landing Page Submission,Direct Traffic,No,No,0,2.0,240,2.0,Email Opened,,IT Projects Management,Other,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Interested in other courses,Low in Relevance,No,No,Potential Lead,Other Cities,02.Medium,02.Medium,14.0,15.0,No,No,Modified,45.0
ff8daf82-a795-4276-8443-67437cec918c,653998,Landing Page Submission,Organic Search,No,No,0,3.0,145,3.0,SMS Sent,India,Travel and Tourism,,,,No,No,No,No,No,No,No,No,,,No,No,,Other Cities,02.Medium,02.Medium,13.0,14.0,No,Yes,SMS Sent,45.0
e225d20e-3020-4d00-badc-236eddd7f91b,609161,Lead Add Form,Reference,No,No,0,0.0,0,0.0,SMS Sent,,International Business,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,,No,No,Select,Select,,,,,No,No,SMS Sent,45.0
d1293b76-4ed1-43be-97ff-63cb3fe66489,641091,Landing Page Submission,Direct Traffic,No,No,1,2.0,33,2.0,Email Opened,India,International Business,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Closed by Horizzon,,No,No,Select,Mumbai,02.Medium,01.High,14.0,18.0,No,Yes,Modified,45.0
5aec0788-0231-4ee7-ace2-68b08df37d0b,640453,API,Google,No,No,0,2.0,1622,2.0,Page Visited on Website,India,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Not doing further education,Low in Relevance,No,No,Potential Lead,Thane & Outskirts,02.Medium,02.Medium,14.0,16.0,No,No,Modified,45.0
7d3ebbf5-83b4-4549-8ccc-d3a8d51fc782,583080,API,Olark Chat,No,No,1,0.0,0,0.0,Email Opened,,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Graduation in progress,High in Relevance,No,No,Select,Select,02.Medium,02.Medium,15.0,15.0,No,No,Email Opened,45.0
8e2a6a89-feb8-4e6a-ad92-156fe2ab14a3,652050,Landing Page Submission,Google,No,No,1,6.0,294,6.0,Page Visited on Website,India,Finance Management,Student of SomeSchool,,,No,No,No,No,No,No,No,No,,,No,No,,Mumbai,01.High,01.High,16.0,18.0,No,No,Page Visited on Website,45.0
bae76d43-9ae1-4a96-9e3a-d8537b3a5f1b,593090,Landing Page Submission,Organic Search,No,No,1,7.0,144,7.0,Page Visited on Website,India,Media and Advertising,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Closed by Horizzon,,No,No,Select,Mumbai,02.Medium,01.High,15.0,17.0,No,Yes,Modified,45.0
0adb324b-c2a3-4880-a928-6e1589914ab4,649091,Landing Page Submission,Google,No,No,0,7.0,1541,3.5,Email Opened,France,Marketing Management,,,,No,No,No,No,No,No,No,No,,,No,No,,Other Cities of Maharashtra,02.Medium,01.High,14.0,17.0,No,Yes,Email Opened,44.0
25f52229-3a84-47f2-bc3d-276e9131481c,582469,Landing Page Submission,Direct Traffic,No,No,0,4.0,709,2.0,Form Submitted on Website,India,,,Businessman,,No,No,No,No,No,No,No,No,,,No,No,,Mumbai,02.Medium,01.High,15.0,18.0,No,No,Modified,44.0
baba30f7-8da8-4b60-95fa-b1f5f2e3b457,615707,Landing Page Submission,Direct Traffic,No,No,1,2.0,430,2.0,Email Opened,India,IT Projects Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Lost to EINS,High in Relevance,No,No,Potential Lead,Mumbai,03.Low,01.High,10.0,17.0,No,Yes,Modified,44.0
6d7eb270-2d59-4d40-aa97-00129f893984,653893,API,Referral Sites,No,No,0,6.0,356,3.0,Email Opened,India,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,,,No,No,Select,Select,02.Medium,02.Medium,14.0,13.0,No,No,Email Opened,44.0
2e7edb38-1451-480f-a3be-94856934f20b,601478,Landing Page Submission,Google,No,No,1,7.0,1662,3.5,Email Opened,India,"Banking, Investment And Insurance",Word Of Mouth,,,No,No,No,No,No,No,No,No,,,No,No,,Mumbai,,,,,No,No,Email Opened,44.0
75ec8e4e-dc97-4d9d-afb1-11184249eae2,601846,Landing Page Submission,Google,No,No,0,8.0,1298,2.67,Email Opened,India,"Banking, Investment And Insurance",,,,No,No,No,No,No,No,No,No,,,No,No,,Mumbai,,,,,No,Yes,Email Opened,44.0
b8432324-ce6b-4b4f-b21d-8a2d4a3cca88,648992,API,Google,No,No,1,2.0,1137,2.0,Page Visited on Website,India,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Closed by Horizzon,,No,No,Select,Select,03.Low,02.Medium,11.0,15.0,No,No,Page Visited on Website,44.0
d947cb51-edd8-4692-bd99-0cd2a6f67da2,609429,Landing Page Submission,Direct Traffic,No,No,0,6.0,353,6.0,Email Opened,India,E-Business,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Diploma holder (Not Eligible),Low in Relevance,No,No,Other Leads,Other Metro Cities,,,,,No,Yes,Email Opened,44.0
c0282dcb-b7c5-42f3-9a33-09c099f17812,584357,API,Olark Chat,No,No,0,0.0,0,0.0,Email Opened,,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,,,No,No,Select,Select,02.Medium,02.Medium,13.0,15.0,No,No,Email Opened,43.0
dac2f6a1-6a92-4096-936e-0205d807656a,645710,Landing Page Submission,Direct Traffic,No,No,0,11.0,1236,11.0,SMS Sent,India,Business Administration,,,,No,No,No,No,No,No,No,No,,,No,No,,Mumbai,02.Medium,01.High,14.0,18.0,No,Yes,Modified,43.0
5884aaa1-7716-4051-858b-600267e2512b,603107,Landing Page Submission,Organic Search,No,No,1,6.0,1297,2.0,Email Opened,India,Supply Chain Management,,,,No,No,No,No,No,No,No,No,,,No,No,,Other Metro Cities,,,,,No,Yes,Email Opened,43.0
fda7e4c2-5b21-423b-b799-7155650f1a86,581991,API,Olark Chat,No,No,1,0.0,0,0.0,SMS Sent,,,,,,No,No,No,No,No,No,No,No,,,No,No,,,02.Medium,02.Medium,15.0,15.0,No,No,Modified,43.0
f8802d64-85e8-4656-a057-7d1ca6493f44,582424,API,Organic Search,No,No,0,3.0,1709,3.0,SMS Sent,India,Human Resource Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,In confusion whether part time or DLP,Not Sure,No,No,Other Leads,Select,02.Medium,02.Medium,14.0,14.0,No,No,Modified,43.0
